Geographic_Area_Name,zipCode,Median_number_of_rooms_2011,Median_number_of_rooms_2012,Median_number_of_rooms_2013,Median_number_of_rooms_2014,Median_number_of_rooms_2015,Median_number_of_rooms_2016,Median_number_of_rooms_2017,Median_number_of_rooms_2018,Median_number_of_rooms_2019,Median_number_of_rooms_2020,Median_number_of_rooms_2021,Median_number_of_rooms_2022,Median_number_of_rooms_2023,Median_number_of_rooms_2024
ZCTA5 41838,41838,5.0,5.5,5.4,5.3,5.4,5.3,5.2,5.4,5.8,5.3,5.4,5.1,5.2,5.0
ZCTA5 41839,41839,5.2,5.2,5.1,5.2,5.1,5.2,5.2,5.3,5.2,5.8,6.0,5.9,4.9,5.5
ZCTA5 41840,41840,5.3,5.1,4.9,5.1,5.6,5.2,5.3,5.5,5.3,5.3,5.5,5.6,5.5,5.3
ZCTA5 41843,41843,4.9,5.0,5.0,5.1,5.0,4.8,5.0,5.4,5.3,5.8,5.9,6.7,6.1,5.9
ZCTA5 41844,41844,5.5,5.6,5.2,5.4,5.5,5.5,5.4,5.2,5.0,5.2,5.0,5.0,5.1,5.1
ZCTA5 41845,41845,4.1,4.1,3.9,4.1,4.3,4.3,4.2,5.4,4.3,4.3,6.0,6.1,6.2,6.2
ZCTA5 41847,41847,4.9,4.9,5.1,4.5,5.2,5.0,5.0,5.0,5.0,5.0,5.6,5.5,5.7,6.0
ZCTA5 41848,41848,3.4,3.3,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 41849,41849,3.2,3.3,3.4,3.2,3.1,4.5,4.0,3.8,4.1,5.3,5.2,5.4,5.2,5.8
ZCTA5 41855,41855,6.4,6.1,6.0,5.8,5.3,4.7,5.1,4.8,4.6,4.9,5.0,5.0,4.9,5.2
ZCTA5 41858,41858,5.2,5.4,5.2,5.4,5.4,5.7,5.6,5.4,5.6,5.6,5.5,5.5,5.5,5.4
ZCTA5 41859,41859,6.2,6.6,6.7,6.6,6.7,5.9,6.0,6.0,6.1,5.6,6.3,6.3,5.3,7.1
ZCTA5 41861,41861,4.3,5.0,7.4,6.6,5.7,6.2,5.4,5.3,4.8,4.9,5.2,5.3,4.9,6.1
ZCTA5 41862,41862,5.3,5.0,4.8,5.4,5.2,5.2,5.3,5.7,5.8,6.0,6.1,6.2,6.1,6.3
ZCTA5 42001,42001,5.9,5.9,5.9,5.8,5.7,5.7,5.7,5.5,5.4,5.2,5.2,5.3,5.4,5.6
ZCTA5 42003,42003,5.3,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.2,5.1,5.0,5.1,5.3,5.4
ZCTA5 42020,42020,5.5,5.5,5.4,5.3,5.7,5.8,5.7,6.0,5.8,5.3,5.4,5.7,6.0,6.1
ZCTA5 42021,42021,5.5,5.5,5.6,5.4,5.5,5.6,5.3,5.2,5.2,5.2,5.2,5.2,5.5,5.6
ZCTA5 42022,42022,-,-,-,-,6.1,6.4,5.6,5.3,5.2,5.1,4.8,6.0,7.3,7.4
ZCTA5 42023,42023,5.9,6.0,5.8,5.7,5.6,5.7,5.8,5.8,5.6,5.3,5.3,5.5,5.6,5.8
ZCTA5 42024,42024,5.9,5.8,5.8,5.5,5.8,5.9,5.8,5.8,5.6,5.5,5.1,5.1,5.5,5.4
ZCTA5 42025,42025,5.8,5.8,5.8,5.8,5.9,5.8,5.8,5.8,5.7,5.8,6.0,5.9,6.0,6.0
ZCTA5 42027,42027,6.2,6.3,5.8,5.7,5.9,5.7,5.7,5.7,5.5,5.5,5.4,6.4,7.2,7.0
ZCTA5 42028,42028,5.4,5.3,5.1,5.3,5.2,5.3,5.4,5.3,5.4,5.5,5.6,5.8,6.0,5.9
ZCTA5 42029,42029,5.7,5.7,5.7,5.7,5.7,5.7,5.9,5.7,5.7,5.6,5.4,5.5,5.8,6.0
ZCTA5 42031,42031,5.7,5.9,5.8,5.8,5.8,5.7,5.7,5.8,5.5,5.6,5.6,5.7,5.9,6.0
ZCTA5 42032,42032,5.4,5.6,5.4,5.5,5.9,6.0,5.2,5.2,5.2,5.1,4.9,5.3,4.5,5.2
ZCTA5 42035,42035,5.8,6.0,5.9,5.9,5.6,5.7,5.6,5.6,5.6,5.7,5.2,5.1,5.3,6.4
ZCTA5 42036,42036,5.5,5.5,5.3,5.3,5.5,5.5,5.3,5.5,5.7,5.4,5.5,5.5,5.5,5.4
ZCTA5 42037,42037,-,-,-,-,-,6.1,6.2,5.8,6.0,6.0,-,-,-,-
ZCTA5 42038,42038,5.3,5.2,5.4,5.4,5.5,5.4,5.3,5.3,5.4,5.4,5.7,5.5,5.7,5.6
ZCTA5 42039,42039,5.8,6.0,5.9,5.9,6.1,6.0,6.3,6.2,6.0,5.8,5.2,5.2,6.2,6.6
ZCTA5 42040,42040,5.5,5.5,5.9,6.0,6.0,5.9,6.0,5.7,5.9,6.1,6.6,6.7,5.8,6.0
ZCTA5 42041,42041,5.7,5.7,5.6,5.6,5.8,5.7,5.6,5.7,5.6,5.4,5.5,5.6,5.3,5.5
ZCTA5 42044,42044,5.7,5.7,5.8,5.6,6.0,6.0,6.0,6.0,5.9,5.3,5.1,5.3,5.3,5.6
ZCTA5 42045,42045,5.4,5.5,5.3,5.3,5.2,5.2,5.0,5.1,5.1,5.2,5.2,5.2,5.2,5.4
ZCTA5 42047,42047,4.4,4.4,5.1,6.2,6.3,6.1,5.9,6.0,5.9,5.6,5.6,6.1,6.1,6.3
ZCTA5 42048,42048,5.2,5.1,5.3,5.2,5.2,5.2,5.1,5.0,4.9,4.9,5.0,5.5,5.5,5.7
ZCTA5 42049,42049,6.2,6.2,6.0,6.1,6.0,6.2,6.1,6.0,6.0,6.1,5.9,5.9,6.1,6.1
ZCTA5 42050,42050,5.7,5.6,5.5,5.4,5.3,5.2,5.3,5.3,5.2,4.9,4.7,4.5,4.7,5.1
ZCTA5 42051,42051,5.8,5.7,5.8,5.9,5.7,5.6,5.6,5.6,5.4,5.5,5.7,5.7,6.0,6.1
ZCTA5 42053,42053,5.6,5.7,5.8,5.5,5.7,5.5,5.5,5.5,5.6,5.4,5.7,5.8,5.9,6.1
ZCTA5 42054,42054,6.2,6.5,6.7,6.7,6.8,6.3,6.8,6.7,6.7,6.4,6.1,5.9,5.7,5.1
ZCTA5 42055,42055,5.4,5.2,5.3,5.2,5.1,5.4,5.3,5.3,5.3,5.6,5.7,5.6,5.7,5.4
ZCTA5 42056,42056,5.3,5.4,5.6,5.8,5.9,5.9,5.8,5.7,5.2,4.5,4.3,4.5,4.7,5.5
ZCTA5 42058,42058,5.5,5.9,5.7,5.5,5.6,5.7,5.5,6.0,5.9,6.1,6.0,5.9,5.6,5.6
ZCTA5 42060,42060,5.1,5.2,5.2,5.2,5.8,-,-,-,-,-,-,4.5,6.2,6.0
ZCTA5 42061,42061,4.9,9.0+,8.1,-,-,-,5.8,5.4,5.6,5.6,5.5,5.0,-,-
ZCTA5 42064,42064,5.3,5.4,5.5,5.4,5.6,5.7,5.7,5.6,5.7,5.7,5.6,5.6,5.8,6.0
ZCTA5 42066,42066,5.6,5.6,5.6,5.5,5.5,5.6,5.6,5.5,5.4,5.6,5.7,5.5,5.7,5.8
ZCTA5 42069,42069,5.8,6.0,5.8,6.0,5.8,5.7,5.7,5.7,4.5,4.5,5.6,5.2,5.3,5.5
ZCTA5 42071,42071,5.6,5.5,5.4,5.4,5.2,5.2,5.2,5.2,5.2,5.3,5.4,5.3,5.3,5.3
ZCTA5 42076,42076,5.7,5.4,5.4,5.6,5.8,5.4,5.4,5.3,5.0,4.8,4.6,4.8,4.9,5.0
ZCTA5 42078,42078,5.4,5.7,5.9,5.9,5.9,5.9,5.7,5.7,5.6,5.5,5.3,5.4,5.6,5.7
ZCTA5 42079,42079,6.0,5.8,5.9,6.0,6.0,6.0,6.0,6.1,5.8,6.1,6.7,6.6,6.0,6.6
ZCTA5 42081,42081,5.6,5.6,5.4,5.6,5.6,5.4,5.6,5.7,5.7,5.9,6.2,6.0,6.2,5.9
ZCTA5 42082,42082,5.4,5.6,5.8,5.7,5.9,6.1,5.8,5.7,5.5,5.8,5.5,6.1,6.3,6.5
ZCTA5 42083,42083,6.1,6.2,6.2,6.3,5.5,5.3,5.2,5.5,5.6,4.8,5.1,4.6,4.4,4.4
ZCTA5 42084,42084,5.2,5.2,5.3,5.2,5.4,5.5,5.3,5.3,5.3,4.5,,,,
ZCTA5 42085,42085,5.7,5.8,5.7,5.6,5.3,5.5,5.5,5.6,5.9,5.9,5.9,6.3,6.2,6.2
ZCTA5 42086,42086,5.9,6.0,5.9,6.1,6.1,6.1,6.0,6.3,6.2,6.0,6.0,6.0,5.7,6.0
ZCTA5 42087,42087,5.8,5.9,5.9,5.9,6.0,6.0,6.0,5.8,5.5,5.5,5.4,5.2,5.2,5.5
ZCTA5 42088,42088,5.5,5.7,5.7,5.9,6.0,6.0,5.8,5.7,5.5,5.2,5.4,5.4,5.4,5.7
ZCTA5 42101,42101,5.1,5.1,5.2,5.2,5.1,5.1,5.1,5.1,5.2,5.2,5.2,5.2,5.2,5.1
ZCTA5 42102,42102,-,-,-,-,-,-,-,3.6,3.7,-,,,,
ZCTA5 42103,42103,6.2,6.2,6.3,6.3,6.3,6.3,6.3,6.3,6.1,6.1,5.9,6.0,5.9,6.1
ZCTA5 42104,42104,5.8,5.8,5.9,5.9,5.9,5.8,5.9,5.9,5.9,6.0,6.0,6.0,5.9,5.9
ZCTA5 42120,42120,5.7,5.5,5.5,5.3,5.3,5.2,5.4,5.6,5.7,5.8,5.8,5.8,5.9,5.9
ZCTA5 42122,42122,6.6,6.5,6.6,6.8,6.9,6.9,7.0,6.6,6.4,6.6,6.6,6.9,7.2,7.0
ZCTA5 42123,42123,6.7,6.9,6.8,6.8,6.6,6.0,5.8,5.6,6.5,6.6,5.8,6.0,5.9,5.8
ZCTA5 42124,42124,5.6,5.7,5.7,5.8,5.5,-,-,-,5.1,5.2,5.3,5.3,5.7,3.2
ZCTA5 42127,42127,5.4,5.7,5.6,5.5,5.5,5.6,5.6,5.4,5.3,5.2,5.3,5.0,5.2,5.1
ZCTA5 42129,42129,5.4,5.4,5.3,5.3,5.2,5.3,5.3,5.4,5.2,5.3,5.4,5.4,5.3,5.4
ZCTA5 42130,42130,5.8,5.8,6.0,5.8,5.8,6.4,6.5,6.8,6.7,7.0,6.8,7.0,7.2,7.2
ZCTA5 42131,42131,,,,,,,,,,,7.9,7.9,7.9,-
ZCTA5 42133,42133,6.0,5.5,5.4,5.4,5.7,5.7,5.6,5.8,5.9,5.7,5.5,5.7,5.7,5.6
ZCTA5 42134,42134,5.7,5.6,5.7,5.6,5.7,5.8,5.8,5.7,5.7,5.7,5.8,5.7,5.8,5.8
ZCTA5 42140,42140,5.8,5.9,5.8,6.0,5.4,5.7,5.5,5.6,5.3,5.6,5.6,6.0,6.1,5.9
ZCTA5 42141,42141,5.7,5.8,5.8,5.9,5.8,5.7,5.6,5.5,5.5,5.5,5.5,5.5,5.6,5.6
ZCTA5 42151,42151,4.9,5.0,5.0,5.3,5.5,5.8,5.9,5.8,5.5,6.1,6.3,6.6,6.2,6.8
ZCTA5 42153,42153,5.5,5.1,4.8,5.0,4.9,5.2,5.6,5.7,6.1,6.5,5.9,6.3,6.3,-
ZCTA5 42154,42154,5.5,5.9,5.7,6.0,5.9,5.5,5.4,5.4,5.1,4.9,5.1,5.3,5.2,5.3
ZCTA5 42156,42156,5.3,4.9,4.7,4.4,6.1,6.6,5.8,6.2,5.8,5.6,5.8,5.8,5.2,5.3
ZCTA5 42157,42157,4.9,4.9,5.1,5.3,5.3,5.3,5.3,5.1,5.4,5.3,6.4,6.2,6.3,6.6
ZCTA5 42159,42159,6.5,6.8,6.8,7.0,6.9,7.0,7.0,6.9,6.5,7.0,6.6,6.9,7.3,7.2
ZCTA5 42160,42160,5.3,5.5,5.6,5.8,5.8,5.7,5.7,5.5,5.5,5.6,5.6,5.9,5.9,5.8
ZCTA5 42163,42163,-,-,-,-,6.2,6.2,-,-,-,-,-,-,-,-
ZCTA5 42164,42164,5.5,5.6,5.7,5.7,5.6,5.6,5.6,5.5,5.6,5.7,5.8,5.9,5.9,5.7
ZCTA5 42166,42166,6.0,6.0,6.0,5.9,5.9,6.0,5.9,6.0,6.1,6.3,6.3,5.9,6.0,5.7
ZCTA5 42167,42167,5.6,5.6,5.6,5.6,5.6,5.5,5.5,5.3,5.4,5.5,5.6,5.7,5.8,5.7
ZCTA5 42170,42170,5.7,5.8,5.9,5.8,6.3,6.1,6.3,6.7,6.6,6.3,5.9,5.7,5.9,6.7
ZCTA5 42171,42171,5.8,5.7,5.8,6.0,6.2,6.0,6.2,6.3,6.3,6.1,6.1,6.0,5.7,5.6
ZCTA5 42202,42202,5.2,5.4,5.5,5.9,5.9,5.9,6.2,6.2,6.0,6.2,6.2,6.1,6.2,6.4
ZCTA5 42204,42204,5.2,5.5,5.3,5.7,5.9,5.5,5.3,5.6,5.5,5.8,6.1,6.1,5.9,5.8
ZCTA5 42206,42206,6.0,6.1,6.1,6.0,6.0,6.0,6.1,6.0,5.7,6.2,6.1,6.2,6.1,6.1
ZCTA5 42207,42207,5.0,5.2,5.4,5.5,5.5,5.9,6.0,6.0,6.2,6.4,6.4,6.0,6.0,5.8
ZCTA5 42210,42210,5.3,5.5,5.5,5.5,5.4,5.5,5.7,5.8,5.8,6.0,5.9,5.8,5.9,5.9
ZCTA5 42211,42211,5.6,5.7,5.9,6.0,5.9,5.7,5.8,5.7,5.7,5.8,5.8,5.8,5.7,5.7
ZCTA5 42214,42214,6.3,6.3,6.5,6.9,7.0,6.9,6.9,6.7,7.1,6.8,6.8,6.5,6.1,6.0
ZCTA5 42215,42215,5.9,6.0,6.1,5.6,5.5,5.6,5.6,5.9,6.3,6.2,6.7,6.6,6.4,6.3
ZCTA5 42217,42217,5.7,5.7,5.7,5.7,5.7,5.6,5.6,5.5,5.6,5.8,5.8,5.8,5.8,5.7
ZCTA5 42220,42220,5.5,5.7,5.9,5.9,5.8,5.9,5.9,5.9,5.8,5.8,5.9,6.0,5.9,6.0
ZCTA5 42223,42223,5.6,5.9,6.0,5.9,5.8,5.7,5.6,5.5,5.6,5.6,5.6,5.7,5.7,5.5
ZCTA5 42232,42232,6.1,6.2,5.9,6.2,6.0,6.1,5.8,5.4,5.5,5.6,5.0,5.2,5.8,6.0
ZCTA5 42234,42234,5.7,5.4,5.6,5.6,5.6,5.6,5.5,5.3,5.3,5.5,5.6,5.6,5.6,5.6
ZCTA5 42236,42236,5.4,5.4,5.3,5.4,6.7,5.5,5.4,5.3,5.2,5.2,6.1,5.9,6.1,6.2
ZCTA5 42240,42240,5.5,5.4,5.4,5.4,5.3,5.3,5.3,5.4,5.5,5.5,5.5,5.4,5.3,5.2
ZCTA5 42252,42252,,,,,,,,,,,-,5.8,-,-
ZCTA5 42254,42254,5.8,6.0,6.1,7.0,6.5,6.2,5.8,5.5,5.0,5.8,5.9,6.6,6.8,6.6
ZCTA5 42256,42256,5.5,5.7,5.5,5.5,5.5,5.8,5.8,5.9,5.9,5.9,6.0,5.7,5.8,5.9
ZCTA5 42259,42259,4.3,4.8,5.2,4.9,4.9,5.0,5.1,5.0,4.8,4.7,5.1,4.9,4.9,5.2
ZCTA5 42261,42261,5.3,5.3,5.3,5.3,5.4,5.4,5.4,5.3,5.3,5.4,5.4,5.4,5.4,5.4
ZCTA5 42262,42262,5.0,5.0,5.0,5.0,4.9,4.8,4.8,4.9,5.0,5.1,5.4,5.2,5.2,5.2
ZCTA5 42265,42265,5.9,5.7,5.7,5.8,6.0,6.0,6.1,6.4,6.4,6.1,6.4,7.8,8.0,8.3
ZCTA5 42266,42266,5.9,6.0,6.2,6.4,6.4,6.2,6.0,6.2,6.4,6.2,5.9,5.9,5.8,6.0
ZCTA5 42273,42273,5.6,6.1,5.8,5.9,6.0,5.9,5.4,5.7,5.5,5.4,5.2,5.2,5.2,5.2
ZCTA5 42274,42274,6.0,5.9,6.1,6.2,5.9,6.0,6.0,6.0,5.8,5.9,5.7,6.0,5.5,5.5
ZCTA5 42275,42275,5.8,5.6,5.3,5.4,5.2,5.2,5.4,5.4,5.5,5.9,5.3,5.3,5.5,5.4
ZCTA5 42276,42276,5.5,5.5,5.4,5.4,5.5,5.6,5.6,5.7,5.6,5.7,5.8,6.0,6.1,6.1
ZCTA5 42280,42280,5.8,6.0,5.6,5.8,5.1,4.6,4.5,5.3,5.4,6.1,6.0,6.1,6.2,6.2
ZCTA5 42285,42285,5.0,5.1,5.7,5.6,5.7,5.5,5.4,5.5,5.4,5.2,5.3,5.2,5.0,5.1
ZCTA5 42286,42286,6.1,6.1,5.8,5.8,5.6,5.6,5.6,5.6,5.9,6.3,6.8,7.0,6.4,6.8
ZCTA5 42301,42301,5.2,5.2,5.3,5.3,5.3,5.3,5.3,5.4,5.4,5.5,5.5,5.6,5.5,5.7
ZCTA5 42303,42303,5.4,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.4,5.6,5.6,5.6,5.6,5.7
ZCTA5 42320,42320,5.3,5.5,5.6,5.7,5.7,5.7,5.7,5.6,5.6,5.7,5.7,5.7,5.8,6.0
ZCTA5 42321,42321,4.9,5.0,5.0,5.4,6.4,6.3,6.0,5.4,4.9,5.2,6.5,6.2,7.1,7.5
ZCTA5 42322,42322,-,-,-,-,-,-,-,-,-,-,5.9,-,-,-
ZCTA5 42323,42323,5.4,5.6,5.5,5.8,6.0,6.0,5.9,5.5,5.5,6.6,6.6,7.3,8.3,7.1
ZCTA5 42324,42324,5.4,5.8,5.8,5.9,5.8,5.7,5.7,5.9,5.8,5.9,6.2,6.0,6.0,5.9
ZCTA5 42325,42325,5.5,5.7,5.8,5.7,5.9,5.9,6.0,5.9,5.6,5.5,5.8,5.9,6.1,6.3
ZCTA5 42326,42326,5.4,5.9,5.8,5.9,5.7,5.5,5.1,4.9,5.2,5.8,5.6,5.8,5.4,5.9
ZCTA5 42327,42327,5.7,5.7,5.6,5.7,5.8,5.8,5.7,5.8,5.8,5.7,5.9,5.9,6.0,5.9
ZCTA5 42328,42328,6.2,5.9,5.7,5.7,5.5,5.7,5.4,5.5,5.7,6.0,5.8,6.0,6.0,5.7
ZCTA5 42330,42330,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.5,5.7,5.9,6.2,6.1,6.1,6.1
ZCTA5 42332,42332,5.8,5.8,5.8,5.8,4.7,3.9,3.6,3.8,3.8,4.0,4.9,5.1,-,-
ZCTA5 42333,42333,5.1,5.1,5.1,5.1,5.2,5.2,5.5,5.7,5.9,6.2,6.3,5.8,5.3,5.2
ZCTA5 42337,42337,5.6,5.8,5.9,5.8,5.7,5.6,5.5,5.6,5.6,5.8,5.7,5.7,5.5,5.6
ZCTA5 42338,42338,5.5,5.8,5.7,5.8,5.8,-,-,-,-,5.4,-,-,-,-
ZCTA5 42339,42339,5.9,6.1,6.1,6.1,5.9,5.9,5.9,5.6,5.4,5.6,5.5,5.5,5.7,5.7
ZCTA5 42343,42343,5.5,5.7,5.3,5.2,5.3,5.2,5.1,5.0,5.3,5.2,5.6,5.9,6.0,6.0
ZCTA5 42344,42344,5.8,6.0,5.6,5.5,5.4,5.0,4.9,5.6,5.9,6.2,6.1,6.0,5.8,5.8
ZCTA5 42345,42345,5.7,5.8,5.8,5.8,5.8,5.9,5.9,5.9,6.0,6.0,6.1,6.0,6.0,5.7
ZCTA5 42347,42347,5.6,5.7,5.7,5.7,5.7,5.8,5.7,5.9,5.8,5.8,5.9,5.9,5.8,5.5
ZCTA5 42348,42348,5.5,5.5,5.5,5.6,5.7,5.8,5.9,5.7,6.0,5.9,6.0,6.0,6.1,6.0
ZCTA5 42349,42349,6.3,6.0,5.7,5.4,5.4,5.4,5.6,5.8,5.9,6.4,6.7,6.3,5.9,6.1
ZCTA5 42350,42350,5.7,5.9,5.8,5.8,5.8,5.8,5.9,6.0,6.2,6.6,7.0,6.8,6.8,6.5
ZCTA5 42351,42351,5.4,5.5,5.5,5.4,5.5,5.5,5.5,5.6,5.5,5.5,5.6,5.7,5.9,5.8
ZCTA5 42352,42352,5.2,5.4,5.4,5.5,5.8,5.6,5.6,5.5,5.5,5.5,5.5,5.8,6.0,6.1
ZCTA5 42354,42354,5.1,5.2,5.0,5.1,5.3,5.4,5.4,5.6,5.9,6.4,6.2,5.9,6.2,6.1
ZCTA5 42355,42355,5.8,5.9,5.8,5.8,5.7,5.9,5.8,5.9,5.8,5.5,5.2,5.3,5.1,5.3
ZCTA5 42356,42356,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 42361,42361,5.3,5.3,5.2,5.4,5.3,5.6,5.7,6.3,6.4,5.6,5.9,5.8,5.4,5.5
ZCTA5 42366,42366,6.0,6.1,6.3,6.2,6.2,6.2,6.2,6.2,6.2,6.3,6.5,6.4,6.3,6.4
ZCTA5 42367,42367,5.5,5.5,5.7,5.6,5.4,5.3,5.3,5.3,5.3,5.0,4.9,5.2,5.2,5.3
ZCTA5 42368,42368,6.1,6.2,6.3,6.1,6.1,6.2,6.1,5.7,6.0,6.6,5.9,5.9,6.3,5.9
ZCTA5 42369,42369,5.4,5.4,5.5,5.5,5.3,5.3,5.4,5.4,5.4,5.7,6.0,5.8,6.3,6.0
ZCTA5 42370,42370,5.7,5.7,-,-,-,-,-,-,-,-,5.4,5.4,-,-
ZCTA5 42371,42371,5.5,5.8,6.1,6.6,6.3,6.6,6.3,5.9,5.7,6.9,6.9,7.2,6.9,7.0
ZCTA5 42372,42372,5.5,5.8,5.7,5.7,5.6,5.7,5.6,5.7,5.8,5.9,5.7,6.1,6.5,6.5
ZCTA5 42374,42374,4.5,5.2,5.4,5.4,5.8,5.9,6.1,6.2,6.0,6.3,6.2,5.9,5.9,6.3
ZCTA5 42376,42376,5.6,5.6,5.7,5.9,5.8,5.9,6.0,5.9,5.9,5.9,5.8,5.8,5.8,5.5
ZCTA5 42378,42378,5.7,5.9,5.9,6.0,5.9,5.9,5.8,5.6,5.7,5.7,5.7,5.5,5.8,5.6
ZCTA5 42404,42404,6.1,5.9,6.0,5.9,5.8,5.7,5.9,5.9,5.9,5.8,5.7,5.9,5.9,6.0
ZCTA5 42406,42406,5.4,5.9,5.9,5.8,5.8,5.9,5.7,5.6,5.9,6.0,6.3,6.4,6.4,6.2
ZCTA5 42408,42408,5.3,5.4,5.3,5.3,5.3,5.3,5.3,5.4,5.5,5.5,5.5,5.6,5.6,5.4
ZCTA5 42409,42409,5.4,5.4,5.4,5.5,5.6,5.5,5.5,5.4,5.5,5.7,5.8,5.8,5.9,6.0
ZCTA5 42410,42410,5.6,5.4,5.2,5.4,5.4,5.3,5.5,5.3,5.3,5.6,5.4,5.4,5.4,5.4
ZCTA5 42411,42411,5.9,5.7,5.6,5.6,5.6,5.6,6.0,6.0,6.0,5.9,5.8,5.7,5.7,5.7
ZCTA5 42413,42413,6.6,6.6,6.6,6.4,6.2,6.1,6.2,6.2,6.2,6.2,6.2,6.0,6.0,5.9
ZCTA5 42420,42420,5.4,5.4,5.3,5.3,5.3,5.2,5.3,5.2,5.3,5.3,5.3,5.3,5.4,5.3
ZCTA5 42431,42431,5.5,5.5,5.6,5.7,5.7,5.7,5.7,5.6,5.6,5.7,5.7,5.7,5.8,5.8
ZCTA5 42436,42436,5.1,5.3,5.8,6.0,5.9,6.0,6.0,5.9,6.1,6.4,5.4,5.2,5.2,5.3
ZCTA5 42437,42437,5.9,5.8,5.6,5.7,5.6,5.6,5.4,5.4,5.5,5.5,5.6,5.8,5.8,5.8
ZCTA5 42440,42440,5.5,5.5,5.5,5.5,5.6,5.6,5.5,5.4,5.4,5.7,5.7,5.6,5.9,6.1
ZCTA5 42441,42441,5.9,6.0,5.9,5.6,5.3,5.2,5.0,5.1,5.3,5.4,5.9,6.1,6.0,5.9
ZCTA5 42442,42442,5.8,5.9,5.9,5.6,5.7,5.6,5.7,5.5,5.7,5.5,5.7,5.9,6.1,6.1
ZCTA5 42444,42444,,,,,,,,,,,-,-,-,-
ZCTA5 42445,42445,5.4,5.5,5.6,5.7,5.7,5.7,5.6,5.4,5.4,5.5,5.5,5.5,5.5,5.6
ZCTA5 42450,42450,5.2,5.3,5.3,5.4,5.2,5.5,5.2,5.2,5.6,5.4,5.5,5.6,5.9,5.5
ZCTA5 42451,42451,5.6,5.8,6.2,6.5,6.7,6.7,6.6,6.5,6.1,5.4,5.3,5.5,5.5,5.7
ZCTA5 42452,42452,6.2,6.0,6.0,6.2,6.3,6.5,6.5,6.4,6.2,6.0,6.0,5.9,6.0,6.1
ZCTA5 42453,42453,5.4,5.4,5.5,5.4,5.4,5.3,5.3,5.9,5.9,6.0,6.7,6.6,6.6,6.1
ZCTA5 42455,42455,5.4,5.3,5.4,5.4,5.4,5.6,5.7,5.4,5.3,5.4,5.3,5.4,5.6,6.0
ZCTA5 42456,42456,5.6,5.6,6.0,6.2,6.1,6.1,5.8,5.5,5.5,5.7,5.7,6.0,6.1,5.9
ZCTA5 42458,42458,5.2,5.3,5.8,5.7,6.2,6.4,6.2,6.5,6.4,6.4,6.5,6.9,6.7,7.0
ZCTA5 42459,42459,5.6,5.7,5.7,5.5,5.6,5.6,5.7,5.7,5.9,6.1,6.0,6.0,6.1,6.0
ZCTA5 42461,42461,5.3,5.5,5.3,5.3,5.3,5.2,5.1,5.2,5.4,6.0,6.2,6.2,6.1,5.9
ZCTA5 42462,42462,5.7,5.7,5.9,5.8,6.0,6.1,6.2,6.2,6.4,6.5,6.3,6.2,6.0,5.8
ZCTA5 42463,42463,5.1,5.1,4.9,4.7,5.1,4.4,4.6,4.9,5.4,5.4,6.5,6.6,6.4,6.3
ZCTA5 42464,42464,5.4,5.4,5.6,5.5,5.7,6.2,6.5,6.2,6.7,6.7,6.4,6.4,6.4,6.5
ZCTA5 42501,42501,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.2,5.3,5.3,5.3,5.4,5.6,5.8
ZCTA5 42503,42503,5.9,5.8,5.7,5.6,5.7,5.8,6.0,6.0,6.0,5.9,5.8,5.8,5.8,5.8
ZCTA5 42516,42516,5.3,5.7,5.7,5.8,5.8,6.3,6.4,6.3,6.3,6.0,6.0,6.0,6.0,5.9
ZCTA5 42518,42518,4.9,5.0,5.1,5.1,5.0,5.0,5.0,4.9,4.9,5.0,4.8,5.1,5.2,5.6
ZCTA5 42519,42519,4.8,4.9,4.9,4.9,4.8,4.9,4.9,4.8,4.7,4.6,4.6,4.5,4.7,4.8
ZCTA5 42528,42528,5.3,5.9,5.6,5.4,5.7,5.6,5.4,5.4,5.5,5.5,5.9,5.8,5.8,6.0
ZCTA5 42533,42533,5.5,5.5,5.7,5.5,5.6,5.9,6.0,5.7,5.7,5.6,5.7,5.7,5.7,5.8
ZCTA5 42539,42539,5.8,5.8,5.6,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.5,5.5
ZCTA5 42541,42541,6.4,6.3,5.8,5.3,4.9,5.0,4.6,5.0,5.6,5.3,5.5,5.5,5.4,5.0
ZCTA5 42544,42544,5.3,5.2,5.2,5.1,5.2,5.1,5.2,5.3,5.3,5.3,5.5,5.5,5.4,5.6
ZCTA5 42553,42553,5.5,5.7,6.0,5.9,5.8,5.6,5.6,5.5,5.6,5.8,5.8,5.6,5.7,5.6
ZCTA5 42565,42565,5.7,5.8,5.8,5.9,5.4,5.4,5.6,5.3,5.6,5.5,5.3,5.2,5.2,5.3
ZCTA5 42566,42566,5.2,5.5,5.1,5.3,5.5,5.4,5.7,6.0,5.3,5.7,5.4,5.3,6.0,6.4
ZCTA5 42567,42567,5.4,5.4,5.3,5.3,5.3,5.4,5.4,5.6,5.5,5.4,5.5,5.6,5.5,5.6
