Geographic_Area_Name,zipCode,Median_value_2011,Median_value_2012,Median_value_2013,Median_value_2014,Median_value_2015,Median_value_2016,Median_value_2017,Median_value_2018,Median_value_2019,Median_value_2020,Median_value_2021,Median_value_2022,Median_value_2023,Median_value_2024
ZCTA5 26610,26610,67900,56000,59300,51300,56700,63800,94000,100200,108300,105300,93200,125600,96300,84300
ZCTA5 26611,26611,19900,19600,24100,37500,,153800,-,272400,-,-,-,-,94100,-
ZCTA5 26615,26615,58000,58800,82500,79700,76900,77400,-,93100,-,-,-,-,-,-
ZCTA5 26617,26617,78800,24300,57800,84500,84700,85200,85600,87300,-,87600,102500,99200,116700,-
ZCTA5 26619,26619,119900,110700,114700,110400,,-,-,165100,155300,162100,-,117800,106500,110800
ZCTA5 26621,26621,79500,79200,58300,108000,83300,82100,86100,-,82400,90000,92900,95500,112500,157100
ZCTA5 26623,26623,75700,81200,79800,89200,89700,94400,144400,169800,156900,-,-,99200,-,100500
ZCTA5 26624,26624,67600,79400,87500,80200,80800,85700,96900,94900,93700,96100,93100,90100,89100,114700
ZCTA5 26627,26627,72300,78800,68100,109700,114700,170200,169100,-,-,-,-,-,196900,209400
ZCTA5 26629,26629,101000,110800,110500,119600,114200,125000,-,51700,42500,45500,84300,94500,110700,114600
ZCTA5 26631,26631,71500,71000,67700,69000,61600,59800,65800,-,85000,118500,170800,-,-,280000
ZCTA5 26636,26636,36600,28200,36800,36400,95600,95000,100000,104200,96800,85800,-,46200,-,-
ZCTA5 26638,26638,83300,139100,177900,58900,,54300,-,-,-,48300,-,-,50800,112500
ZCTA5 26651,26651,84800,80400,80400,81100,90900,98400,102700,110800,114800,117600,116400,153400,156500,179700
ZCTA5 26656,26656,114700,95000,59400,54200,51400,53000,49000,46400,60600,66100,153300,-,157100,158700
ZCTA5 26660,26660,39200,39800,72300,79700,82400,87600,86000,67000,91100,94700,-,100600,223900,-
ZCTA5 26662,26662,109300,87700,90100,98100,109900,94400,107800,123100,108800,156300,-,190900,160000,167300
ZCTA5 26667,26667,,,,,,,,,,,110300,54300,54500,-
ZCTA5 26671,26671,,,,,,,,,,,83700,116500,102300,108000
ZCTA5 26676,26676,45600,49200,74600,80200,82300,84600,76500,79000,79000,85700,86800,115400,111700,111000
ZCTA5 26678,26678,110400,129500,121300,113000,154000,151900,152600,156300,172100,116400,101600,106400,113900,121500
ZCTA5 26679,26679,111500,122400,138100,122900,135100,150800,136100,151100,150300,155600,153000,142500,175100,164900
ZCTA5 26680,26680,22100,23600,28000,35600,,45800,39600,80900,85500,-,-,96900,98000,107900
ZCTA5 26681,26681,55300,57100,58600,58400,86300,87300,82800,95200,87000,46200,92400,-,57000,70700
ZCTA5 26684,26684,"10,000-",-,-,-,,87400,85500,90600,86100,-,104300,-,-,341700
ZCTA5 26690,26690,44200,43500,32500,25100,,40700,43700,48500,47800,48600,49300,49600,51700,51300
ZCTA5 26691,26691,47200,83000,54400,49700,,"10,000-","10,000-",17400,-,76700,-,150200,155800,159800
ZCTA5 26704,26704,144900,126500,117600,107500,105300,116700,138200,140100,153800,164800,182100,212000,224000,230100
ZCTA5 26705,26705,89300,110900,116700,113700,106300,116500,136800,117300,112500,121900,-,-,154300,152100
ZCTA5 26707,26707,54300,63300,67400,73000,77000,78100,74200,83800,88100,78300,66000,73000,78500,73200
ZCTA5 26710,26710,99500,115100,107100,121000,118500,119100,120300,155000,157200,157600,164700,183700,191800,212800
ZCTA5 26711,26711,171400,175200,175300,183700,180400,168900,156300,165700,183100,181700,185500,221300,230100,243500
ZCTA5 26714,26714,24300,30000,27300,20700,18000,26300,-,-,162500,141100,190100,146600,210200,192200
ZCTA5 26716,26716,151100,152800,119600,125400,129700,102600,105700,104000,118400,115500,120400,130700,156300,144300
ZCTA5 26717,26717,55300,60200,65300,87900,103700,87600,84400,76900,76000,71800,74300,84800,87800,101300
ZCTA5 26719,26719,160900,148000,155700,147300,156200,174100,171400,157700,174200,164100,138900,162500,197900,211600
ZCTA5 26720,26720,151900,151900,-,-,-,-,167900,-,-,-,-,-,-,-
ZCTA5 26722,26722,135900,188500,177500,200400,153600,156300,146900,146100,132500,149000,-,-,-,-
ZCTA5 26726,26726,104700,104300,104400,111000,111800,117300,113900,122200,131500,131100,141000,152700,168400,171600
ZCTA5 26731,26731,234200,142700,98500,128100,,135700,155100,151400,156800,174300,259800,-,332300,318900
ZCTA5 26739,26739,93800,99700,110400,87200,85900,84600,101100,100200,114400,125700,129100,144400,147200,121900
ZCTA5 26743,26743,147400,161100,153300,153700,163400,160000,179700,181800,179100,222600,233600,237900,232400,198100
ZCTA5 26750,26750,39300,40000,45000,37000,37700,39300,45600,48900,47700,48700,53300,52300,44500,46400
ZCTA5 26753,26753,131400,128600,130900,128600,126200,141900,156300,153200,163000,173500,178900,202600,214400,213100
ZCTA5 26755,26755,162500,135000,95200,120300,126700,142200,146900,168300,164700,149600,135500,166600,165100,178000
ZCTA5 26757,26757,128800,132900,127100,119900,122700,132200,130500,135000,140800,132100,134800,160200,191700,213200
ZCTA5 26761,26761,91800,84600,99500,95600,171300,161500,168800,159900,145500,67000,67200,75600,79700,79400
ZCTA5 26763,26763,133700,108400,112900,116200,111000,114800,116300,116800,106700,109100,153000,204100,225200,261500
ZCTA5 26764,26764,100000,98200,98400,95400,87200,85800,90800,92000,99200,98200,102900,113400,133500,150500
ZCTA5 26767,26767,74400,97900,122200,127700,77500,76100,75900,78900,77300,-,157200,164800,210700,219600
ZCTA5 26801,26801,118300,121400,122500,108900,114000,110600,89400,95000,206900,-,232500,152500,165200,206700
ZCTA5 26802,26802,140300,94200,74100,67900,72100,78100,103100,122400,122600,131200,136600,160600,170400,186700
ZCTA5 26804,26804,78800,71700,61100,69400,75000,70200,78300,86800,86900,84000,95000,133900,153600,99400
ZCTA5 26807,26807,95000,102000,102800,107700,131400,145700,129300,133200,145400,148800,141300,200300,223800,255000
ZCTA5 26808,26808,137300,114300,144200,89400,,-,125500,-,248100,258500,225000,244400,240000,203900
ZCTA5 26810,26810,135900,308300,223700,250000,252800,260900,233300,260700,164300,173300,159200,161700,120800,154600
ZCTA5 26812,26812,160100,155600,116300,124800,135100,127400,151900,148200,153600,133500,121200,116700,140900,144200
ZCTA5 26814,26814,115100,112900,107300,71000,100000,85700,102800,108800,112900,99000,96700,135600,181300,175000
ZCTA5 26815,26815,113800,95500,105100,110200,123800,114400,143000,144900,139900,165500,163000,161200,132500,95600
ZCTA5 26817,26817,124100,138600,172200,175400,245500,257800,-,-,-,-,-,-,-,292500
ZCTA5 26818,26818,105700,112500,113700,118900,117900,165700,153400,78500,79000,93300,109600,97000,116300,129200
ZCTA5 26823,26823,156800,152600,96500,95600,160900,-,-,201400,178100,-,-,-,-,-
ZCTA5 26833,26833,143500,132300,141000,150800,160400,174100,191800,187500,177200,157000,127300,137100,171400,180100
ZCTA5 26836,26836,119900,128900,117800,116900,110000,104200,104700,114300,126300,137500,127900,145800,152900,151100
ZCTA5 26838,26838,,,,,,,,,,,-,-,-,-
ZCTA5 26845,26845,187100,194100,179200,157800,159800,159800,156500,155800,162800,150700,183800,168400,201100,134200
ZCTA5 26847,26847,109300,107000,111100,124700,124700,132700,141500,126200,127400,133000,137600,155000,169000,180400
ZCTA5 26851,26851,149000,131300,128200,122900,119400,125100,122900,127200,150800,152800,161600,184600,195400,209400
ZCTA5 26852,26852,124400,88400,88500,87900,89400,98400,131300,152000,131600,156400,155600,178100,180600,218300
ZCTA5 26855,26855,91300,109400,104300,109800,121600,118800,138300,143800,153700,126900,138600,152000,150000,130600
ZCTA5 26865,26865,137200,219600,214300,223200,,-,-,-,-,-,-,-,-,110700
ZCTA5 26866,26866,85000,97500,85700,88900,93300,-,85000,170000,112000,168000,182500,203000,207400,209900
ZCTA5 26884,26884,70000,97700,94500,97200,103100,111100,110300,107900,109100,84200,118800,116100,176300,116400
ZCTA5 26886,26886,,,,,,,,,,,32900,31900,-,-
ZCTA5 27006,27006,239600,247600,232500,237400,245700,237700,230100,228900,233600,228600,252100,286700,319700,334600
ZCTA5 27007,27007,158800,158400,147600,153000,130500,113000,107400,113900,117300,148600,151600,172500,190300,216200
ZCTA5 27009,27009,151700,168400,164300,167300,164300,162600,172100,173000,171300,161800,169300,207300,244300,280400
ZCTA5 27011,27011,108400,114200,110500,112600,120800,121300,123600,126500,131000,127500,131400,152500,161100,168300
ZCTA5 27012,27012,203300,205000,204200,207700,206400,206700,206700,215000,227200,240500,248900,293700,314500,340900
ZCTA5 27013,27013,108000,104800,112600,106200,116200,126200,124900,117000,117300,130200,136300,173500,196300,212400
ZCTA5 27014,27014,74900,70000,73000,77400,75500,80700,86100,85100,85400,88100,95700,131000,139300,147300
ZCTA5 27016,27016,139600,144300,136800,136100,126300,109600,112200,123100,110200,118100,120000,152600,159600,177300
ZCTA5 27017,27017,107000,105800,113300,118900,117000,125300,127500,120600,121600,117200,119200,133700,138800,152800
ZCTA5 27018,27018,110500,112800,120800,120600,136600,141900,157300,157300,160500,169800,183400,193200,223700,234500
ZCTA5 27019,27019,136300,135700,130000,118400,121000,116500,118700,122100,144500,156800,163100,172900,186500,205000
ZCTA5 27020,27020,111700,114200,119600,124500,126100,125500,123500,122500,137400,145100,146100,144300,149300,170600
ZCTA5 27021,27021,128600,131100,120700,121900,120300,128000,130300,136200,143800,147800,157100,180000,203600,219600
ZCTA5 27022,27022,119100,85000,88100,85400,87800,103300,122300,162500,184500,145000,116800,122600,144300,162500
ZCTA5 27023,27023,211100,201900,211900,202600,199800,201700,203700,205500,212900,232800,250500,286800,315000,369100
ZCTA5 27024,27024,83600,83800,88900,93500,104900,132700,121700,128500,132100,128300,154700,175400,182300,188600
ZCTA5 27025,27025,109600,110900,116100,119700,119200,125400,122500,118100,116300,116000,116100,136800,168900,194700
ZCTA5 27027,27027,88500,79700,82500,79300,86400,87100,90000,92400,97600,88500,95100,114100,116500,118500
ZCTA5 27028,27028,134500,133300,133900,131000,132800,135400,138000,142100,140600,149500,159500,185700,198400,225700
ZCTA5 27030,27030,98800,100600,102100,107100,108100,111500,110700,111500,117500,118400,125400,143300,153100,165400
ZCTA5 27040,27040,165700,163100,165700,169800,167900,173400,174900,182900,186000,194800,198800,236300,259100,278000
ZCTA5 27041,27041,113300,117500,121500,121100,131800,143000,155400,153800,153600,161500,163800,175400,214900,232000
ZCTA5 27042,27042,182800,162500,144200,132200,122900,-,113300,-,-,-,155600,207100,136800,136600
ZCTA5 27043,27043,136700,137200,153100,152800,144200,135900,133700,128100,143600,167400,182600,198600,211600,211300
ZCTA5 27045,27045,135500,140400,137400,133900,132400,130500,131500,135600,142100,145900,150600,169700,181800,194300
ZCTA5 27046,27046,87500,91000,100900,96200,85900,84900,69700,84700,104100,157900,154100,165200,185600,181500
ZCTA5 27047,27047,116600,135200,145700,131500,112100,125600,130800,116300,121400,153300,156300,161100,192400,214500
ZCTA5 27048,27048,99200,96600,91200,97100,99900,100600,107900,119100,122700,124000,127700,141500,152200,167700
ZCTA5 27050,27050,137300,139400,141800,143500,138600,130700,130900,138500,147500,143800,147700,174300,185800,188700
ZCTA5 27051,27051,127000,126200,125000,124000,120900,122500,125300,132300,137400,144700,152300,181800,193900,209900
ZCTA5 27052,27052,116100,112200,111400,111400,118500,117000,125500,131900,138900,133400,147600,164300,182500,186700
ZCTA5 27053,27053,118700,122700,132000,146800,144300,132200,132000,127700,119900,132400,144100,184600,191200,224500
ZCTA5 27054,27054,128600,99200,100900,92700,89400,90500,116400,113300,133000,157000,167400,188800,209500,212300
ZCTA5 27055,27055,120600,121900,134400,124600,132800,134300,132100,127100,135300,137100,152400,174300,195200,198900
ZCTA5 27101,27101,112800,119900,118700,127400,126300,128600,124200,126200,133300,149100,161100,192400,201500,221000
ZCTA5 27103,27103,145400,146800,144800,145800,149500,150400,153300,156700,160500,162600,172400,201500,220600,241700
ZCTA5 27104,27104,231400,229800,229700,236800,241300,242900,247700,257100,254700,249500,268500,312200,329300,359300
ZCTA5 27105,27105,96900,97700,96900,96300,94500,95300,95800,97200,98800,101400,104400,128000,151300,168400
ZCTA5 27106,27106,181100,178100,178300,180300,181200,181900,177700,182200,186800,180500,211100,254900,286000,313100
ZCTA5 27107,27107,130000,131400,130500,130500,125100,125300,124000,123700,129100,138700,150900,180600,201700,220900
ZCTA5 27109,27109,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 27110,27110,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 27127,27127,132900,132100,131000,129700,130400,129800,130600,131400,136300,139300,142700,168900,189900,219600
ZCTA5 27201,27201,68300,112500,-,-,61700,80800,84200,85000,83300,97000,129200,156300,159200,170600
ZCTA5 27202,27202,,,,,,,,,,,-,-,-,-
ZCTA5 27203,27203,109200,111500,108800,106000,104200,103800,103700,104400,107800,107700,113400,134300,141100,156300
ZCTA5 27205,27205,127400,125800,123300,123500,124100,119700,122200,124600,130200,138100,146600,171300,191900,215300
ZCTA5 27207,27207,107500,110800,120400,120500,123400,126400,153800,139800,142600,151400,147000,153100,188800,205700
ZCTA5 27208,27208,140000,137300,147500,144700,139400,139900,141600,122700,140800,118500,130500,134100,167800,172700
ZCTA5 27209,27209,90300,74700,77600,81700,82400,73200,103800,90400,107500,111700,115200,116700,121200,129300
ZCTA5 27212,27212,117600,117800,98400,89800,94400,100000,117400,132000,168100,148500,200400,179100,176400,190400
ZCTA5 27213,27213,,,,,,,,,,,66700,-,-,-
ZCTA5 27214,27214,158300,160900,166000,158500,157800,160300,158300,160200,170300,187500,211700,270200,298200,310500
ZCTA5 27215,27215,152900,152100,152700,148900,151900,158700,161100,165000,172400,176700,185700,217500,241700,259900
ZCTA5 27217,27217,108500,108100,105400,104600,102600,107100,108800,108700,112000,116900,117900,142100,164900,173200
ZCTA5 27229,27229,75800,76800,74500,78100,81500,71800,80900,85200,87400,89800,103200,109700,101700,128800
ZCTA5 27231,27231,152000,147000,167900,163500,172500,177500,182500,193200,201100,201000,177100,230600,217300,248900
ZCTA5 27233,27233,152200,147400,152800,142200,142000,142900,150600,151000,153000,170800,182900,226800,215800,269200
ZCTA5 27235,27235,256300,262700,255800,248400,253300,255800,244900,253600,263800,191700,211700,264800,281200,304000
ZCTA5 27239,27239,111100,116700,117900,116700,122600,120800,117200,114100,116900,115000,135200,151400,175400,204400
ZCTA5 27242,27242,98400,93300,85000,88600,79000,88300,92900,92000,87600,110200,101600,89900,117900,-
ZCTA5 27243,27243,161600,173000,186700,181600,183900,188900,187800,179100,187000,190700,197000,231100,264200,298600
ZCTA5 27244,27244,154800,154100,157300,162100,168600,166100,172000,174300,178300,204300,217900,235500,248500,278000
ZCTA5 27247,27247,,,,,,,,,,,-,-,-,-
ZCTA5 27248,27248,92500,87800,93200,87700,89100,100500,98400,99600,134200,123500,117200,135000,168800,189500
ZCTA5 27249,27249,150600,147100,149400,141200,139400,140100,145000,148400,155400,156000,165500,199300,220100,236600
ZCTA5 27252,27252,123600,131400,133300,140400,139400,138900,140400,156700,160800,172300,165700,162900,168100,171600
ZCTA5 27253,27253,133600,129300,132000,134500,136100,139000,142600,144100,151600,159600,165800,190000,212300,235800
ZCTA5 27256,27256,,,,,,,,,,,-,-,-,-
ZCTA5 27258,27258,126900,125400,125700,119800,120500,115400,121000,125200,140700,138900,148600,182200,198000,225400
ZCTA5 27259,27259,,,,,,,,,,,-,-,-,-
ZCTA5 27260,27260,85700,85700,83800,83200,81000,78900,80100,80500,82600,82000,87700,102100,111900,128100
ZCTA5 27262,27262,150400,155400,160700,161300,160000,155500,151300,156400,156500,169700,172200,206700,212500,236500
ZCTA5 27263,27263,117700,119300,118600,113900,116500,115700,115000,117900,120500,126200,132800,155900,171900,190200
ZCTA5 27265,27265,165100,163200,161000,157700,158200,162200,167700,169900,175900,192700,194500,221700,239400,266700
ZCTA5 27268,27268,,,,,,,,,,,-,-,-,-
ZCTA5 27278,27278,212400,209900,219600,228900,227200,237700,244500,250100,257000,276100,294400,355700,380000,414100
ZCTA5 27281,27281,176000,187700,180400,174500,171700,155000,139500,140500,166000,214200,228300,280200,289400,292400
ZCTA5 27282,27282,188100,178100,176100,178100,181700,180400,184000,185600,188500,200500,221000,251300,267400,312900
ZCTA5 27283,27283,161800,168400,164300,160800,162100,163800,168700,165500,167900,171700,172300,188100,199700,290700
ZCTA5 27284,27284,162000,164000,165200,164500,165500,165800,164700,166400,172000,179900,192600,232800,259500,283600
ZCTA5 27288,27288,87300,86600,88300,88200,87800,87300,89500,89700,93400,94700,101800,111800,129200,136700
ZCTA5 27291,27291,106300,113100,113200,102000,106800,117600,121000,116900,118700,165300,156900,174700,254500,269900
ZCTA5 27292,27292,117500,117500,122700,119100,117600,115300,119500,121100,125400,137700,150000,175400,193300,211400
ZCTA5 27295,27295,137600,139300,139600,137800,142200,142700,141900,141200,145700,145800,151000,172800,191900,211300
ZCTA5 27298,27298,131000,128000,123300,123600,124700,131300,136500,145300,141500,147600,150600,174600,183000,214700
ZCTA5 27299,27299,113300,110500,109100,112200,113400,104200,101500,106800,114000,131800,134500,172700,200000,196500
ZCTA5 27301,27301,145500,150200,150800,152600,153000,155200,153200,151000,147900,156500,164200,197100,227200,264100
ZCTA5 27302,27302,158500,160200,162100,162300,166800,169500,172300,177300,180700,190400,209300,245800,275400,312400
ZCTA5 27305,27305,98800,91000,86600,90600,94400,88400,95500,95700,97300,111600,118500,116000,138300,138200
ZCTA5 27306,27306,96200,99300,90500,82900,87800,94000,97700,109600,119600,128100,120900,140800,148700,171800
ZCTA5 27310,27310,316900,326900,327300,315700,316600,321700,331500,332400,363900,395900,407600,470000,495500,498900
ZCTA5 27311,27311,83100,89900,94600,82000,75300,84100,78900,84800,90300,93200,89200,104900,111300,128200
ZCTA5 27312,27312,254600,244900,247800,253400,269900,278900,293300,308300,310900,328100,346300,392500,423200,467900
ZCTA5 27313,27313,157900,151500,152000,145200,147000,147600,155900,162000,172200,168400,170600,193700,211800,237300
ZCTA5 27314,27314,125000,122800,140400,134900,135000,135900,141400,118700,125300,125900,112700,134400,160400,145300
ZCTA5 27315,27315,100400,99700,98800,117500,104300,120800,116700,108600,112400,116300,117600,121300,134300,149600
ZCTA5 27316,27316,122700,116400,117500,115400,113800,112500,113200,115700,114100,115600,117100,125100,141600,160200
ZCTA5 27317,27317,124700,131000,129300,120800,120000,121600,113100,112800,123000,119200,123300,150700,170100,193700
ZCTA5 27320,27320,111700,108300,111700,113100,113400,112700,114300,114900,117300,120500,133000,161500,170700,177100
ZCTA5 27325,27325,102800,108000,99200,99900,93200,93700,95400,99800,92800,98300,89600,102600,109900,139800
ZCTA5 27326,27326,105200,109900,106900,109300,113200,106900,100000,109300,113900,111200,115600,140300,147000,169800
ZCTA5 27330,27330,135700,133800,135200,137700,141800,140900,143600,142200,146500,149400,156800,188400,213000,242700
ZCTA5 27332,27332,148900,147300,149400,148400,147900,140800,145900,150700,157200,162300,166300,199700,224000,255900
ZCTA5 27340,27340,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 27341,27341,107600,97200,93900,101500,81700,94500,93700,108700,107500,113100,137500,148000,155300,158900
ZCTA5 27342,27342,,,,,,,,,,,160000,184800,182100,180800
ZCTA5 27343,27343,92700,90800,77200,83200,95900,89600,123700,128300,154300,252000,-,226900,375000,518800
ZCTA5 27344,27344,111900,119200,118400,127700,123200,130900,133400,144300,145800,161400,162700,180200,176800,184200
ZCTA5 27349,27349,116200,122100,117200,119000,125700,140800,138800,136900,145700,158800,158800,182400,202100,229700
ZCTA5 27350,27350,114500,116900,112900,124700,130000,125100,127700,133500,132100,134400,134700,147800,159900,183800
ZCTA5 27351,27351,,,,,,,,,,,-,-,-,-
ZCTA5 27355,27355,109300,103800,111700,112300,120800,123000,135600,150100,149900,155500,157200,176200,132100,181400
ZCTA5 27356,27356,71500,69800,68500,68600,77200,83000,101300,104000,110500,106300,136800,148200,155400,164400
