Geographic_Area_Name,zipCode,Median_value_2011,Median_value_2012,Median_value_2013,Median_value_2014,Median_value_2015,Median_value_2016,Median_value_2017,Median_value_2018,Median_value_2019,Median_value_2020,Median_value_2021,Median_value_2022,Median_value_2023,Median_value_2024
ZCTA5 42140,42140,58100,60600,68200,66600,61200,63000,76100,74700,75200,76100,74200,75900,82900,91900
ZCTA5 42141,42141,101300,104600,109600,105500,108800,112400,116300,121300,128300,130700,139100,157600,170700,184700
ZCTA5 42151,42151,20600,22800,23300,40200,43900,46200,-,-,-,140500,-,147000,-,165300
ZCTA5 42153,42153,75900,66000,63800,67500,66300,-,-,-,-,156300,112500,118300,115300,-
ZCTA5 42154,42154,74700,82200,55600,64500,83200,107700,108600,111400,72800,66300,70700,79800,89100,155600
ZCTA5 42156,42156,142900,57200,55800,34900,93800,129200,97300,140900,137500,91800,97100,187800,207400,211900
ZCTA5 42157,42157,58200,64900,63000,67300,84100,85000,64600,62300,93000,-,-,124000,155100,175000
ZCTA5 42159,42159,111900,105300,103400,107400,110600,119800,138500,168600,165800,159900,217900,250000,263400,264400
ZCTA5 42160,42160,73300,72700,69700,72300,78400,69100,75100,80600,85300,96300,126200,178300,153400,157000
ZCTA5 42163,42163,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 42164,42164,92500,95500,99100,96400,98500,103100,107000,115300,123300,122500,131500,159000,180100,196800
ZCTA5 42166,42166,82600,84300,87500,79500,79700,76500,74700,74900,75600,81800,90000,104300,108500,116200
ZCTA5 42167,42167,72900,74000,75400,76500,76200,74700,76200,75800,81000,104900,111400,122200,125300,114200
ZCTA5 42170,42170,138000,133800,122300,126500,114900,110900,124800,118100,119700,135500,208800,279500,307100,291700
ZCTA5 42171,42171,108900,122500,122000,123700,114400,111800,107900,120900,120800,141300,155300,198500,173300,187500
ZCTA5 42202,42202,76900,80600,81900,85700,90400,90700,96900,94200,104700,103900,107200,116200,135600,139400
ZCTA5 42204,42204,113400,117400,120000,124500,121500,118600,112500,110500,-,128000,184900,205200,216600,240300
ZCTA5 42206,42206,95600,98700,106100,108500,112800,111300,113000,110800,102600,104400,107300,129100,154200,167700
ZCTA5 42207,42207,104300,106700,107100,94600,90000,83800,67900,78300,87700,83800,83000,107000,127100,153000
ZCTA5 42210,42210,81900,83200,83500,86400,80000,83200,84600,86700,86000,87100,84000,97600,115300,141800
ZCTA5 42211,42211,105000,114700,117600,119000,115300,118200,121300,126800,130300,158900,164300,178200,197500,210000
ZCTA5 42214,42214,116200,103900,112900,104300,111900,119900,145500,143300,136800,139800,137000,161200,160800,130000
ZCTA5 42215,42215,130000,105800,86300,108600,111400,112500,114100,116100,115900,150500,168300,170200,187800,201300
ZCTA5 42217,42217,78800,76800,89000,89900,90800,84100,82900,78500,82000,98300,101900,122000,130200,162000
ZCTA5 42220,42220,77100,76900,83700,84600,85200,87700,92500,97300,107400,112600,116300,121000,148000,153300
ZCTA5 42223,42223,70800,33900,-,-,-,-,-,-,-,-,-,-,266400,268400
ZCTA5 42232,42232,153400,98100,98900,101800,108500,113500,116400,113600,127000,133100,136200,163900,167400,226900
ZCTA5 42234,42234,88500,93100,92000,95600,93300,105000,107900,120000,116600,120500,119000,130100,146600,165300
ZCTA5 42236,42236,88200,156100,156900,116000,110200,104300,106900,111900,114600,-,96600,111400,119700,118000
ZCTA5 42240,42240,103500,107400,108400,113500,115100,116100,115800,117900,120000,121800,127100,140300,147400,174200
ZCTA5 42252,42252,,,,,,,,,,,-,"10,000-",-,-
ZCTA5 42254,42254,95300,100500,100000,75600,73000,74100,68500,67700,81300,84500,87800,98300,108300,99000
ZCTA5 42256,42256,79400,82700,76900,78000,79000,81800,84100,98100,103900,98600,99700,114300,121800,140400
ZCTA5 42259,42259,69200,71000,70300,72100,73000,80400,90700,89600,88200,103100,108300,121900,167300,148100
ZCTA5 42261,42261,79100,81300,89600,93300,92600,94400,88900,89500,90500,90400,94500,106400,106700,112900
ZCTA5 42262,42262,91900,94900,94300,93100,94400,96000,109000,110300,115800,118500,118700,137900,146500,157000
ZCTA5 42265,42265,171200,153400,86500,89900,89700,67800,-,169100,-,-,-,-,358600,369100
ZCTA5 42266,42266,79200,78800,100800,133100,135100,120000,133300,140700,153500,162500,170200,196200,221600,230200
ZCTA5 42273,42273,70700,71100,80400,82000,93100,107500,109600,109800,117200,117400,-,-,-,-
ZCTA5 42274,42274,128300,151400,155300,150300,129800,144600,141200,140200,138700,164400,147200,173500,172400,182100
ZCTA5 42275,42275,83500,77700,92000,61000,74600,72100,76400,75000,85500,-,123500,155500,195600,180700
ZCTA5 42276,42276,88200,84000,86700,86500,91700,94100,106900,109200,115200,114600,114600,139700,156500,166600
ZCTA5 42280,42280,43000,63800,91600,39000,65000,-,-,88700,115700,108300,101000,108000,113200,112100
ZCTA5 42285,42285,56800,76900,69400,71800,69800,77800,78500,-,85000,92500,152600,119300,120800,176300
ZCTA5 42286,42286,90400,88800,90300,87000,105700,114800,115500,127600,144500,125900,158200,173500,196200,276200
ZCTA5 42301,42301,103700,107000,108800,111600,112500,117800,120500,127600,128900,139100,144500,168300,180600,198200
ZCTA5 42303,42303,108800,108200,111500,112900,115900,117300,119900,125200,129700,139900,145800,165600,183400,198200
ZCTA5 42320,42320,88700,92100,88700,90000,92800,87800,88900,91200,91500,86100,94100,120100,115100,150200
ZCTA5 42321,42321,80800,82100,86800,107600,42000,51900,52200,-,-,55800,81900,87900,85000,79800
ZCTA5 42322,42322,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 42323,42323,87100,91800,95200,96600,93100,92900,78500,73200,81600,87100,-,153800,169200,161900
ZCTA5 42324,42324,82000,77000,78200,84800,77000,72600,75800,74700,71300,73300,91900,102000,115100,157900
ZCTA5 42325,42325,72400,73000,78300,75600,78000,82200,79400,80800,82100,83200,84300,99800,137500,133600
ZCTA5 42326,42326,68200,69000,74200,67500,83900,88400,87200,81800,109500,106200,126400,137500,157100,162500
ZCTA5 42327,42327,82800,86700,89600,93000,109400,112500,115400,111200,116100,118900,126800,142900,169000,167500
ZCTA5 42328,42328,54000,56000,59000,71100,87600,80800,80700,81900,83900,81900,84800,91500,91300,97200
ZCTA5 42330,42330,78600,80000,79000,74400,73800,74500,74200,82700,127200,118000,109700,137700,140000,151200
ZCTA5 42332,42332,15100,28900,26800,27800,26000,-,72800,"10,000-",-,-,39800,-,-,-
ZCTA5 42333,42333,34900,60700,48600,75200,73500,94500,98900,100700,68100,67400,66800,70400,74200,85000
ZCTA5 42337,42337,52600,61700,58200,64100,60000,62000,57400,63000,63000,77200,73600,69000,71500,75500
ZCTA5 42338,42338,60400,68300,80900,83100,83100,-,-,-,-,83800,-,-,-,-
ZCTA5 42339,42339,84000,82900,86900,76900,79100,75700,69200,74400,86600,87900,108000,143300,114400,110700
ZCTA5 42343,42343,48500,37900,43500,52200,55900,73700,84000,86300,96500,97000,99600,102400,88500,86700
ZCTA5 42344,42344,51300,56100,53900,43600,50600,44100,-,67200,80300,81000,72700,74600,80900,83900
ZCTA5 42345,42345,86100,90500,89800,93000,95000,105600,108300,106200,108900,102700,118900,125900,132000,138500
ZCTA5 42347,42347,81400,76900,79100,82200,87400,93800,98300,103400,104100,98000,103600,122000,123900,134500
ZCTA5 42348,42348,80200,85000,84700,100100,114000,119000,122400,126800,130800,119400,122100,129300,124300,120900
ZCTA5 42349,42349,68500,73500,64100,51900,50300,56100,59500,80600,88000,82700,84800,81100,103600,88900
ZCTA5 42350,42350,64300,59000,62200,68000,75200,77800,83700,88200,95700,118300,139500,141700,128800,168000
ZCTA5 42351,42351,92200,95900,99400,99900,102700,101200,106700,98700,93600,102600,113500,124100,171200,169200
ZCTA5 42352,42352,65400,68900,67600,69300,82200,85400,86600,89500,87100,86800,89100,114000,148100,143000
ZCTA5 42354,42354,55000,60200,51700,50000,52800,60000,70300,59000,73800,78200,88800,76000,74500,102100
ZCTA5 42355,42355,89300,93800,90500,89800,95500,108300,109500,123400,118600,119300,113600,115800,131600,144900
ZCTA5 42356,42356,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 42361,42361,92900,94600,95900,84700,91200,81500,81900,88000,120100,112100,88000,108100,106300,89100
ZCTA5 42366,42366,144600,139400,137400,147100,144600,145200,160400,175500,172200,171300,190300,213900,217700,229700
ZCTA5 42367,42367,72000,72200,79000,78200,73100,74300,77400,77400,84900,83800,89700,101800,100900,100400
ZCTA5 42368,42368,102100,94000,99100,112500,115200,89900,89200,79600,84100,120400,113000,118800,133200,158000
ZCTA5 42369,42369,50500,59100,50300,55000,43000,36000,39200,62700,67100,70600,71400,84000,78200,77300
ZCTA5 42370,42370,57600,57900,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 42371,42371,28400,107300,104600,79400,97800,129400,107100,123100,128300,284400,233600,210400,174300,163900
ZCTA5 42372,42372,83000,77500,78600,81100,83300,100200,101300,90700,90700,92600,86800,104900,102400,102900
ZCTA5 42374,42374,46900,70600,33300,74500,154900,154500,-,152100,-,-,-,105200,119200,123100
ZCTA5 42376,42376,99200,91800,91100,98600,96100,99500,110700,119900,130200,138600,143500,178400,213500,207900
ZCTA5 42378,42378,100100,101400,104300,111100,115900,122600,132300,137600,145000,147800,153800,180300,181500,181400
ZCTA5 42404,42404,70400,62600,64800,71500,66100,69900,82100,82400,70400,68400,69400,86500,106800,115300
ZCTA5 42406,42406,93100,95900,86900,87500,86400,92600,101900,136700,135700,146600,164700,168500,173500,187200
ZCTA5 42408,42408,63100,61900,63800,62600,62700,61900,59500,60200,66000,67700,65400,81200,82000,92200
ZCTA5 42409,42409,69600,72000,68500,69300,74100,77600,84100,87100,94700,100900,105100,129700,141100,155000
ZCTA5 42410,42410,48100,45400,47100,45800,45100,49400,60000,46900,53000,47700,58100,60000,64400,64000
ZCTA5 42411,42411,69400,73000,76200,86700,91100,90500,95500,90000,89800,88300,82200,88000,96800,97100
ZCTA5 42413,42413,136000,138700,134700,135300,139900,138900,142000,160100,163200,160600,158000,175400,149900,160000
ZCTA5 42420,42420,103600,104100,102600,104500,108900,116200,120500,128200,129000,131100,134400,155100,164800,170300
ZCTA5 42431,42431,88500,93400,90400,96000,100600,104200,110700,121900,122200,124900,128700,143100,151800,160700
ZCTA5 42436,42436,74600,74900,82200,107300,113100,115600,137500,139100,124200,109900,116300,118100,176800,212500
ZCTA5 42437,42437,87300,88100,88000,91400,94700,94700,94100,103200,113000,107300,98900,136900,126900,109800
ZCTA5 42440,42440,43300,41100,46900,50700,56600,53100,55600,45000,46900,62600,75600,84000,99000,96800
ZCTA5 42441,42441,78200,81700,79000,77400,86300,95900,98900,104500,124400,104400,96900,122100,136100,126200
ZCTA5 42442,42442,66800,68200,83000,75200,80700,83700,93100,100400,97800,98900,106800,109300,109400,124500
ZCTA5 42444,42444,,,,,,,,,,,-,-,-,-
ZCTA5 42445,42445,73900,81600,85800,94600,98600,96800,97100,92500,89100,90600,96400,102100,111400,118100
ZCTA5 42450,42450,38300,42600,48700,55300,55700,62600,54400,54300,56000,56200,63100,66100,74900,77300
ZCTA5 42451,42451,75800,66000,62000,60100,59000,60900,69400,73500,76200,72300,65400,79600,-,190500
ZCTA5 42452,42452,111300,102100,105200,110000,117800,130400,152800,142900,145100,149200,149600,159900,167400,173300
ZCTA5 42453,42453,80800,66700,82800,60000,,-,43600,71300,66900,70000,67500,80800,90800,91900
ZCTA5 42455,42455,75000,73100,78800,79600,90600,95400,90900,95700,90500,102700,82800,99400,108000,114500
ZCTA5 42456,42456,94800,94100,104100,102300,97200,90300,86900,89500,92900,106300,122000,147500,161100,155600
ZCTA5 42458,42458,97900,98700,112200,111900,114000,107600,107300,110800,123400,140500,142700,154200,193500,183600
ZCTA5 42459,42459,64400,66500,67100,70700,69400,69700,76700,79500,82400,83000,88100,89700,94300,96600
ZCTA5 42461,42461,62700,64100,58600,62100,57000,52100,53300,54100,50800,53800,62100,76200,89400,104000
ZCTA5 42462,42462,94200,92300,102700,100600,109100,99800,99600,89000,97900,113300,116300,158200,143300,137300
ZCTA5 42463,42463,63600,31300,30000,29000,38800,29400,36900,29200,42700,42500,61000,66800,70000,80500
ZCTA5 42464,42464,72000,70300,69100,68100,69300,73800,82500,92300,91600,81800,82100,105500,103400,104700
ZCTA5 42501,42501,81700,84300,89300,89100,81300,90200,87100,87600,90300,92800,102300,117700,131400,142200
ZCTA5 42503,42503,132100,139500,143000,144100,142600,139300,134300,138200,150400,142000,153700,179100,198500,210200
ZCTA5 42516,42516,63500,80000,81600,77700,80600,-,40000,38800,58900,107000,-,150000,202300,172000
ZCTA5 42518,42518,104000,96400,102400,99200,84100,82300,89100,97500,95700,104200,103300,124800,132300,156000
ZCTA5 42519,42519,62300,60500,55700,52800,51100,56000,53800,63000,73000,74100,83600,96500,113500,136200
ZCTA5 42528,42528,88000,93300,87400,86600,81200,86600,74200,70700,88300,109400,69000,119600,153200,158800
ZCTA5 42533,42533,82100,91400,86500,91200,88700,87800,92900,89000,87300,91700,106600,99600,115000,153100
ZCTA5 42539,42539,77500,75000,70600,68600,77800,77500,79000,83200,84800,96400,113800,123800,129600,130500
ZCTA5 42541,42541,85100,87900,101800,103200,,-,-,50800,74100,103200,108700,-,-,127800
ZCTA5 42544,42544,88200,88700,87700,89000,98000,96700,101100,101400,108300,118500,129400,140300,157700,170400
ZCTA5 42553,42553,88400,100600,106300,110900,112700,120100,122100,120500,115900,119400,116200,130600,138400,154500
ZCTA5 42565,42565,73100,68200,73300,59200,56100,56000,65000,56400,63300,70000,-,172300,176600,165900
ZCTA5 42566,42566,73200,78600,77100,73900,85400,74400,80400,104100,115800,-,152400,154500,-,130600
ZCTA5 42567,42567,78400,76700,70000,72400,68600,67800,72100,90600,98300,82400,87300,93700,106100,105000
ZCTA5 42602,42602,65200,68700,68900,67000,66000,66300,66700,66200,72700,77600,77700,90800,113200,124100
ZCTA5 42603,42603,63700,66300,65300,65000,60500,-,-,-,-,-,49600,75000,93200,73000
ZCTA5 42629,42629,100600,98800,94200,95300,90800,91500,101600,104100,111700,121200,142400,150600,157200,168100
ZCTA5 42631,42631,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 42633,42633,66600,69000,77600,76100,79700,80500,80800,80100,87900,90300,99600,114700,124200,138900
ZCTA5 42634,42634,58500,56600,51800,34800,34100,58300,61600,65800,66800,52000,47800,55200,54800,68900
ZCTA5 42635,42635,65700,70500,74600,74100,74500,70100,63400,63700,85800,91300,92300,103300,102300,91300
ZCTA5 42638,42638,-,-,-,-,-,-,-,-,-,-,-,-,36000,27800
ZCTA5 42642,42642,79300,77700,81500,78700,85300,84900,81600,81600,89100,92900,97500,115400,138700,152600
ZCTA5 42647,42647,64400,65700,65600,63300,61600,57300,57300,59300,58100,59300,60900,57600,66300,80600
ZCTA5 42649,42649,62300,52600,45400,63800,60400,74800,75800,68900,74000,90500,85300,100900,85000,98200
ZCTA5 42653,42653,76200,70500,68200,58700,58700,57600,55200,65000,71300,82700,90500,111900,104600,109200
ZCTA5 42701,42701,153000,156100,155000,154100,158800,161600,164800,169800,175500,180900,183200,214500,235500,260300
ZCTA5 42712,42712,69000,89300,80900,81300,98000,114100,111500,125300,120400,100800,78400,124400,145600,147400
ZCTA5 42713,42713,66200,67100,71600,75700,79200,83100,87500,94300,91100,92200,86700,103400,106100,158800
ZCTA5 42715,42715,38100,37700,38400,51700,96300,80000,89300,90000,95200,97500,156300,174300,199600,226800
ZCTA5 42716,42716,96300,105500,94900,95100,99700,115700,96200,119600,139000,164400,160800,198800,193700,188800
ZCTA5 42717,42717,64200,62000,61300,61900,63700,82700,90200,91800,89700,110100,109300,128500,130800,145100
ZCTA5 42718,42718,95400,96400,97100,98100,93500,103300,108200,118400,122200,125500,130500,157400,164900,170500
ZCTA5 42721,42721,77800,75500,74600,77400,82800,87900,87800,105900,114100,115000,110500,118700,124900,130700
ZCTA5 42722,42722,66100,68700,67600,93700,94300,101300,99700,120800,155100,156800,159400,184500,-,65400
ZCTA5 42724,42724,139100,147100,154400,155600,153300,154800,152800,154400,143400,139100,147000,180200,193400,197400
ZCTA5 42726,42726,88000,88600,92200,95800,95500,103000,100500,107800,112300,116300,144300,187200,192700,204200
ZCTA5 42728,42728,79700,81500,81700,83000,85300,88800,89100,92800,98800,108300,110400,128800,134100,151300
ZCTA5 42729,42729,92300,81600,81300,84800,98900,109000,118200,116800,105300,124100,119500,121900,155700,189200
ZCTA5 42731,42731,109900,108300,102800,59400,,-,73400,67900,72900,84300,,,,
ZCTA5 42732,42732,92900,88500,86100,88600,86600,90600,89300,96700,93600,82900,92100,123000,182400,265700
ZCTA5 42733,42733,78000,79200,79100,73300,89600,90800,85500,104000,93400,67500,122700,138900,142300,183800
ZCTA5 42740,42740,140400,166700,156600,136700,128900,141600,137300,136000,149200,145400,147700,169200,182700,238900
ZCTA5 42741,42741,95000,69300,69300,69400,66800,66300,62300,106800,113200,107600,128900,111500,113100,266300
ZCTA5 42742,42742,,,,,,,,,,,-,-,-,-
ZCTA5 42743,42743,77600,75200,72200,71900,75300,76200,75400,77200,79400,78600,84000,96300,117100,136400
ZCTA5 42746,42746,89900,89400,90900,77200,75000,73000,72600,75900,86700,79400,87300,100800,107700,115200
ZCTA5 42748,42748,99800,100400,102100,106800,108900,110200,107100,105400,113600,123400,135200,165800,177000,186500
ZCTA5 42749,42749,70400,66500,74400,84200,83600,83700,93700,89900,96900,84000,89500,105100,121400,142200
ZCTA5 42753,42753,59900,57200,55900,64300,66000,63300,63200,65000,75200,103800,105100,106300,112100,115000
ZCTA5 42754,42754,88000,96900,95300,94000,98800,104500,103800,102800,112000,119300,127600,147200,166400,171800
ZCTA5 42757,42757,88500,85600,84100,88800,84700,86600,87800,88900,89700,95200,98400,126100,121800,135600
ZCTA5 42758,42758,91700,75000,32900,52400,51800,-,-,74300,-,-,-,-,-,-
ZCTA5 42759,42759,,,,,,,,,,,-,-,-,-
ZCTA5 42762,42762,61700,109400,115200,88300,,-,-,-,-,-,-,172500,117100,113000
ZCTA5 42764,42764,29800,65900,91300,62900,81100,75200,74500,81100,109500,119400,161200,163300,122800,123300
ZCTA5 42765,42765,86900,86900,84400,90900,84200,83100,91900,94100,96100,100900,108700,124000,139100,143600
ZCTA5 42776,42776,89800,107600,119700,118800,119500,115200,115200,115400,125300,147900,151100,172300,185000,192700
ZCTA5 42782,42782,62800,53600,62500,74300,71100,74900,81300,90900,51300,94200,69600,79000,89800,90000
ZCTA5 42784,42784,77200,82200,91000,88000,90200,91700,95900,97300,101500,103700,111900,130000,156100,178100
ZCTA5 42788,42788,53900,54000,78600,158800,160100,166800,169300,163800,168100,185300,183500,216000,223400,-
ZCTA5 43001,43001,176800,174700,177500,178700,176200,189300,195200,194200,206500,263800,277400,296100,343100,387400
ZCTA5 43002,43002,151600,154200,151700,152300,158000,155600,152500,166200,180500,190900,305400,296600,299700,340800
ZCTA5 43003,43003,137100,128700,122100,120500,122300,120200,140400,137500,136300,152700,162400,202800,198300,230800
ZCTA5 43004,43004,172900,165100,160700,160700,156600,159300,168400,177600,192200,209300,227800,270200,297500,335400
ZCTA5 43005,43005,-,-,76800,79400,78800,84500,-,189400,199200,-,-,-,-,97400
ZCTA5 43006,43006,76300,105400,87500,86200,,90000,99000,127500,133300,85700,112500,109600,116100,186000
ZCTA5 43007,43007,,,,,,,,,,,-,154200,177900,180600
ZCTA5 43008,43008,70100,79200,74100,81200,59300,85500,98600,102200,107400,104100,120400,126800,157100,164200
ZCTA5 43009,43009,157200,140800,154200,155200,164300,180300,190200,204700,197300,176200,189600,216400,234100,258300
ZCTA5 43010,43010,115600,94400,86700,81400,83500,83700,86800,105200,117300,113400,114700,124000,139300,136900
ZCTA5 43011,43011,170200,169100,172900,177700,173100,176800,183600,192600,199800,225100,236300,259100,287300,315600
ZCTA5 43013,43013,168800,143500,183300,146600,132200,135600,153200,148900,168000,330900,289900,346600,366300,373600
ZCTA5 43014,43014,124500,120600,124000,118800,117000,120900,142200,152600,162300,167100,166200,187000,198600,220900
ZCTA5 43015,43015,182600,174400,172000,170000,174000,177700,188700,198800,211800,217600,240800,279900,311900,342700
ZCTA5 43016,43016,248400,250500,247400,252700,255100,256000,268500,288200,296200,329200,325200,385700,413200,452000
ZCTA5 43017,43017,304500,304600,304500,302500,310000,319600,332400,340600,354700,371000,391500,451500,475200,523500
ZCTA5 43018,43018,,,,,,,,,,,128400,-,-,175000
ZCTA5 43019,43019,130800,127200,133800,127300,126800,125400,134500,144400,151700,153100,165300,186700,196300,206800
ZCTA5 43021,43021,323500,326400,335100,344400,352300,361200,360100,369200,388200,409100,423200,483200,524800,564700
ZCTA5 43022,43022,162700,167200,176700,185200,189700,205800,208400,217700,220100,229700,232700,272100,281600,315900
ZCTA5 43023,43023,236900,246400,264500,262700,262000,271700,278100,299000,307800,341500,350000,392700,428900,473100
ZCTA5 43025,43025,148500,141400,150600,156100,163000,164700,164400,181000,185400,199600,209000,238000,262800,287700
ZCTA5 43026,43026,181000,179300,178200,179000,184200,188400,195300,209200,224900,234700,258300,299300,324300,347900
ZCTA5 43027,43027,,,,,,,,,,,-,-,-,-
ZCTA5 43028,43028,154600,153000,153900,145400,144000,140400,141900,147300,157500,164300,173700,209000,241300,273000
ZCTA5 43029,43029,165400,157000,154300,152000,168200,158200,161700,166300,187500,183000,225000,265500,241700,-
ZCTA5 43030,43030,-,-,-,-,-,-,-,-,-,-,-,660700,665000,610300
ZCTA5 43031,43031,192000,185200,187200,183500,182300,188600,193100,207600,224100,267500,271900,320800,341300,389900
ZCTA5 43032,43032,-,67900,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 43033,43033,113100,112000,110700,105100,100000,95600,100000,101100,109000,116400,125000,143800,158300,157100
ZCTA5 43035,43035,258100,252400,250900,254700,264500,277000,289500,310300,322900,338600,344700,402800,423000,456400
ZCTA5 43036,43036,101600,98800,102100,92500,84500,80500,82500,84200,83800,105400,108500,121600,121300,137500
ZCTA5 43037,43037,90200,85900,84000,80700,83700,101900,75000,76700,90000,-,-,-,264800,273400
ZCTA5 43040,43040,172600,169100,168000,171000,168000,172000,183600,192300,197200,213300,222500,256500,275700,311100
ZCTA5 43044,43044,132300,143000,138200,133200,129000,128400,126600,127100,136700,146600,158400,196200,215000,235400
ZCTA5 43045,43045,154000,164200,158700,152200,152300,159600,161100,170200,170000,165400,174300,198200,232000,275000
ZCTA5 43046,43046,187200,187700,176700,175600,176400,168100,175600,174300,205100,217700,230500,258400,282400,281300
ZCTA5 43047,43047,,,,,,,,,,,-,-,-,-
ZCTA5 43050,43050,122300,123800,121200,121900,120300,121300,121800,130000,137000,154000,159400,180200,199000,220300
ZCTA5 43054,43054,308700,305300,302500,297000,301600,312700,327500,343800,351500,372300,385700,444500,483100,510600
ZCTA5 43055,43055,122800,122700,121200,120700,121500,123600,125900,129300,132800,139300,150200,170000,185300,203100
ZCTA5 43056,43056,136500,136600,136200,138400,139800,137200,141500,149000,155800,158400,169800,198000,229900,253900
ZCTA5 43060,43060,115700,113700,112800,110400,113200,117700,126000,132500,138500,145600,149300,163900,165000,170300
ZCTA5 43061,43061,207900,204800,200300,200300,207600,208300,243900,263400,289100,297800,324400,356900,387400,400300
ZCTA5 43062,43062,168900,167500,165000,165700,168300,172700,179500,188500,194800,211300,222600,258100,292100,326600
ZCTA5 43064,43064,216800,218400,217500,218400,222200,227400,233200,252300,269000,290100,343400,380000,419300,461900
ZCTA5 43065,43065,297600,293200,291600,297200,302000,313200,320000,331500,338800,348100,364200,428900,451700,482200
ZCTA5 43066,43066,162300,174300,170700,166000,164900,193800,199300,209300,213500,235300,268900,279700,316700,389400
ZCTA5 43067,43067,134900,143200,119400,117600,116800,125000,155600,176900,185100,186900,193200,240300,271400,303100
ZCTA5 43068,43068,145100,141900,137900,136200,134600,135500,139100,144700,151700,163800,174000,209400,225500,241800
ZCTA5 43070,43070,74700,-,-,-,63800,65600,60400,61500,62800,65700,-,-,-,-
ZCTA5 43071,43071,116200,126800,128600,124800,127800,139800,141500,173600,186800,188100,187100,195900,198400,222900
ZCTA5 43072,43072,128900,129400,133400,117600,114300,122700,125400,118300,134000,137800,145500,161500,184000,188100
ZCTA5 43074,43074,211100,206300,204800,206700,219200,232400,243600,255800,271500,290200,303600,357100,396600,426100
ZCTA5 43076,43076,148600,146200,149000,148100,138800,150800,152000,158100,171800,207800,231800,257200,274700,300500
ZCTA5 43077,43077,108900,110700,98300,98500,95000,95000,101800,114300,116700,127100,143800,166700,178100,182500
ZCTA5 43078,43078,119200,119000,121600,119500,124300,123000,124900,125900,127400,131600,141000,158200,176300,197600
ZCTA5 43080,43080,135900,137600,124400,136000,134600,129700,142500,155700,158100,165900,173500,228500,221200,232300
ZCTA5 43081,43081,183400,179300,174700,175600,176600,179500,187300,197800,210500,218200,234900,277900,297300,329800
ZCTA5 43082,43082,290500,290400,284500,282200,282600,286100,296700,309100,324300,335100,350100,404400,433400,458200
ZCTA5 43084,43084,114800,115100,118500,120000,118100,116400,122000,123000,159000,169900,172200,200500,213000,243600
ZCTA5 43085,43085,210500,212800,216500,220400,220200,227500,238200,247500,256900,274300,293900,339200,373300,407100
ZCTA5 43101,43101,73100,72900,72800,74600,75400,85000,79200,82100,84500,89700,93300,111200,123800,164300
ZCTA5 43102,43102,154000,152700,151800,151500,154400,158200,164000,167300,171100,173600,184900,213900,240300,304500
ZCTA5 43103,43103,156600,155900,156200,154500,156100,158300,161100,167000,170400,176800,194100,225800,236900,270200
ZCTA5 43105,43105,199400,202400,196200,190000,184100,177300,177200,185700,197000,218700,237700,281000,311200,340900
ZCTA5 43106,43106,87600,83700,86400,87900,85600,81100,84400,85700,87400,83200,84200,100700,96900,140200
ZCTA5 43107,43107,137400,139800,127200,122300,115100,120200,121900,131700,152200,164700,164100,200000,228500,241600
ZCTA5 43109,43109,106300,95000,103100,92900,94400,92800,93100,93800,104200,157100,187500,225000,237500,243800
ZCTA5 43110,43110,165900,162800,155800,158200,157200,158600,162100,166900,177900,182000,194800,251300,284300,304200
ZCTA5 43111,43111,-,67300,67000,69100,63900,71200,77000,92200,76500,94900,-,-,-,-
ZCTA5 43112,43112,193400,191600,190800,208100,212900,230300,236500,240400,243800,252300,248300,304700,338100,338300
ZCTA5 43113,43113,145800,143400,145900,145400,144900,144200,144000,149000,151100,162200,174600,201200,217500,237100
ZCTA5 43115,43115,110100,112500,103800,102100,107200,121100,124800,154300,160200,114900,108200,121000,129400,156700
ZCTA5 43116,43116,173300,176700,179900,175000,174700,175900,181200,188000,213500,220300,256900,327600,337500,351800
ZCTA5 43117,43117,-,-,-,-,,-,-,101400,-,-,-,-,-,-
ZCTA5 43119,43119,143900,140800,139600,136900,135800,137900,144000,149300,156700,166800,182600,216100,235900,253600
ZCTA5 43123,43123,153700,151900,150500,148900,148600,151500,155200,161100,171400,183400,195800,241200,262400,284700
ZCTA5 43125,43125,142700,134800,131100,129300,128800,133300,145300,152300,162500,167600,170700,201200,233200,246500
ZCTA5 43126,43126,114200,111600,115600,113500,108200,111000,111900,114100,118400,122000,159300,162500,165000,183100
ZCTA5 43127,43127,65700,64000,67300,69300,101700,104500,106300,108600,75000,65000,73500,82200,-,-
ZCTA5 43128,43128,97400,95700,93900,93100,90500,89000,86300,87200,90500,95400,109500,144600,139000,173100
ZCTA5 43130,43130,137000,135600,134600,134100,133300,134900,138100,143000,150100,157900,167600,197800,215900,230000
ZCTA5 43135,43135,118400,123000,119500,122600,133100,123700,117000,127100,132100,133700,153800,178600,195700,222500
ZCTA5 43136,43136,209900,206600,185800,150500,170700,187500,197100,208800,216300,227200,229900,280600,303200,335400
ZCTA5 43137,43137,113200,112400,122800,115300,109200,126100,124500,125700,134500,134500,159500,177500,225400,218200
